-2.560000120274667863e-05,2.418054355075582862e-04
-2.557500120157212115e-05,-2.370678557781502604e-04
-2.555000120039756367e-05,8.799840725259855390e-05
-2.552500119922300619e-05,-1.588153972988948226e-04
-2.550000119804844871e-05,8.558770059607923031e-05
-2.547500119687389123e-05,-3.639221404228010215e-06
-2.545000119569933375e-05,-1.644289441173896194e-04
-2.542500119452477628e-05,-8.214013359975069761e-05
-2.540000119335021880e-05,-8.510873885825276375e-05
-2.537500119217566132e-05,-8.444337436230853200e-05
-2.535000119100110723e-05,-8.059250831138342619e-05
-2.532500118982654975e-05,-7.406432268908247352e-05
-2.530000118865199227e-05,8.633711695438250899e-05
-2.527500118747743479e-05,-8.322975918417796493e-05
-2.525000118630287731e-05,-3.501930450511281379e-06
-2.522500118512831983e-05,-8.602315938333049417e-05
-2.520000118395376236e-05,-8.295517909573391080e-05
-2.517500118277920488e-05,7.445207302225753665e-05
-2.515000118160464740e-05,-7.525388355134055018e-05
-2.512500118043008992e-05,-7.858065509935840964e-05
-2.510000117925553244e-05,-1.620670955162495375e-04
-2.507500117808097496e-05,-1.654864754527807236e-04
-2.505000117690641748e-05,-3.895930603903252631e-06
-2.502500117573186000e-05,7.780053419992327690e-05
-2.500000117455730253e-05,1.499456266174092889e-04
-2.497500117338274505e-05,-2.537458613005583175e-06
-2.495000117220818757e-05,7.257840479724109173e-05
-2.492500117103363009e-05,1.131434146373067051e-06
-2.490000116985907261e-05,1.570800377521663904e-04
-2.487500116868451852e-05,3.875421725751948543e-07
-2.485000116750996104e-05,1.566953287692740560e-04
-2.482500116633540356e-05,8.694918506080284715e-05
-2.480000116516084608e-05,1.555568160256370902e-04
-2.477500116398628861e-05,-1.130274313254631124e-06
-2.475000116281173113e-05,-8.585046452935785055e-05
-2.472500116163717365e-05,-7.917766924947500229e-05
-2.470000116046261617e-05,3.198526392225176096e-04
-2.467500115928805869e-05,9.989046702685300261e-06
-2.465000115811350121e-05,-5.046301794209284708e-06
-2.462500115693894373e-05,1.533095346530899405e-04
-2.460000115576438625e-05,-1.563733530929312110e-04
-2.457500115458982878e-05,7.595355418743565679e-05
-2.455000115341527130e-05,-8.013272235984914005e-06
-2.452500115224071382e-05,1.128943495132261887e-06
-2.450000115106615634e-05,3.026367039637989365e-06
-2.447500114989159886e-05,-8.129560592351481318e-05
-2.445000114871704138e-05,7.017742609605193138e-05
-2.442500114754248390e-05,2.404261176707223058e-04
-2.440000114636792642e-05,7.560881931567564607e-05
-2.437500114519337233e-05,-7.949739665491506457e-05
-2.435000114401881486e-05,7.345739140873774886e-05
-2.432500114284425738e-05,-1.514305913588032126e-04
-2.430000114166969990e-05,-7.667776117159519345e-06
-2.427500114049514242e-05,-8.584500028518959880e-05
-2.425000113932058494e-05,7.447960524586960673e-05
-2.422500113814602746e-05,7.618182280566543341e-05
-2.420000113697146998e-05,8.624089241493493319e-05
-2.417500113579691250e-05,7.656810339540243149e-05
-2.415000113462235503e-05,-7.932208245620131493e-05
-2.412500113344779755e-05,-8.030628464439359959e-07
-2.410000113227324007e-05,8.450260065728798509e-05
-2.407500113109868259e-05,1.596605143276974559e-04
-2.405000112992412511e-05,-3.279174279668950476e-06
-2.402500112874956763e-05,-2.388015564065426588e-04
-2.400000112757501015e-05,7.451251440215855837e-05
-2.397500112640045268e-05,-1.575035275891423225e-04
-2.395000112522589520e-05,-3.523416225448272598e-08
-2.392500112405133772e-05,3.988275693700416014e-06
-2.390000112287678363e-05,-1.628087047720327973e-04
-2.387500112170222615e-05,-1.627355377422645688e-04
-2.385000112052766867e-05,-5.184337624086765572e-06
-2.382500111935311119e-05,7.482647924916818738e-05
-2.380000111817855371e-05,-1.655483065405860543e-04
-2.377500111700399623e-05,1.622027921257540584e-04
-2.375000111582943875e-05,8.962489664554595947e-05
-2.372500111465488128e-05,8.510740008205175400e-05
-2.370000111348032380e-05,-7.796679710736498237e-06
-2.367500111230576632e-05,1.593102060724049807e-04
-2.365000111113120884e-05,-7.205636939033865929e-05
-2.362500110995665136e-05,3.246786654926836491e-04
-2.360000110878209388e-05,-8.478244126308709383e-05
-2.357500110760753640e-05,-7.497908518416807055e-05
-2.355000110643297893e-05,2.442411787342280149e-04
-2.352500110525842145e-05,2.147535496987984516e-06
-2.350000110408386397e-05,-7.949538121465593576e-05
-2.347500110290930649e-05,8.475221693515777588e-05
-2.345000110173474901e-05,-7.924816600279882550e-05
-2.342500110056019492e-05,-8.378346478821185883e-07
-2.340000109938563744e-05,-8.326852548634633422e-05
-2.337500109821107996e-05,-2.344270033063367009e-04
-2.335000109703652248e-05,-2.318486367585137486e-04
-2.332500109586196500e-05,-3.184447414241731167e-04
-2.330000109468740753e-05,-3.222051018383353949e-04
-2.327500109351285005e-05,9.990830221795476973e-06
-2.325000109233829257e-05,8.002394315553829074e-05
-2.322500109116373509e-05,-8.098506077658385038e-05
-2.320000108998917761e-05,3.520168547765933909e-07
-2.317500108881462013e-05,-7.772105163894593716e-07
-2.315000108764006265e-05,1.665815361775457859e-04
-2.312500108646550518e-05,-8.753680958761833608e-06
-2.310000108529094770e-05,1.510791626060381532e-04
-2.307500108411639022e-05,-8.326333045260980725e-05
-2.305000108294183274e-05,8.443607657682150602e-05
-2.302500108176727526e-05,-8.287865784950554371e-05
-2.300000108059271778e-05,7.998890214366838336e-05
-2.297500107941816030e-05,1.585331337992101908e-04
-2.295000107824360282e-05,1.662258873693645000e-04
-2.292500107706904873e-05,-1.647383905947208405e-04
-2.290000107589449125e-05,8.147097105393186212e-05
-2.287500107471993378e-05,-8.023947884794324636e-05
-2.285000107354537630e-05,1.625815348234027624e-04
-2.282500107237081882e-05,-1.566857681609690189e-04
-2.280000107119626134e-05,8.362319931620731950e-05
-2.277500107002170386e-05,1.515729672973975539e-04
-2.275000106884714638e-05,1.595225476194173098e-04
-2.272500106767258890e-05,-8.356726903002709150e-05
-2.270000106649803143e-05,-1.562422839924693108e-04
-2.267500106532347395e-05,-8.274862921098247170e-05
-2.265000106414891647e-05,-2.443418197799474001e-04
-2.262500106297435899e-05,-3.243276441935449839e-04
-2.260000106179980151e-05,5.639280516334110871e-06
-2.257500106062524403e-05,-1.600402611074969172e-04
-2.255000105945068655e-05,2.370599249843508005e-04
-2.252500105827612907e-05,-1.591706095496192575e-04
-2.250000105710157160e-05,3.119962621589422724e-11
-2.247500105592701412e-05,4.158252977504162118e-06
-2.245000105475246003e-05,7.937961345305666327e-05
-2.242500105357790255e-05,-2.450820174999535084e-04
-2.240000105240334507e-05,7.849319808883592486e-05
-2.237500105122878759e-05,-8.563093433622270823e-05
-2.235000105005423011e-05,1.607119920663535595e-04
-2.232500104887967263e-05,-1.484194058321008924e-06
-2.230000104770511515e-05,3.035429472220130265e-06
-2.227500104653055768e-05,3.307152946945279837e-04
-2.225000104535600020e-05,-8.577592234360054135e-05
-2.222500104418144272e-05,7.345914491452276707e-05
